type,name,module,path,hash
"md","template","bmm","bmad/bmm/workflows/3-solutioning/tech-spec/template.md","f27cf5523b383afa33918f02d2ecf37bd2fb514e3eff3a6b423684667d8678f0"
"md","template","bmm","bmad/bmm/workflows/4-implementation/create-story/template.md","aa7e097cf73e318d6b8302aa69d48f81ee45f57d43c3613a0d49d3e538eb5780"
"md","template-deep-prompt","bmm","bmad/bmm/workflows/1-analysis/research/template-deep-prompt.md","2e65c7d6c56e0fa3c994e9eb8e6685409d84bc3e4d198ea462fa78e06c1c0932"
"md","template-market","bmm","bmad/bmm/workflows/1-analysis/research/template-market.md","28631d8693beac54f4b47f38b143d5efc91f8ed7673e396a7b40304db7eba6cb"
"md","template-technical","bmm","bmad/bmm/workflows/1-analysis/research/template-technical.md","6f571c638c9d2f12ded2cf82ed7c5064a25e99f197fcd42dc558cb45e7ebaf93"
"md","test-levels-framework","bmm","bmad/bmm/testarch/knowledge/test-levels-framework.md","85feecbee24c2e2efa7e3a7c5b455eddfad2f262ffe3ee84b7759c45576b3f10"
"md","test-priorities-matrix","bmm","bmad/bmm/testarch/knowledge/test-priorities-matrix.md","b18dfbb0d81112d1333ad5abe29ef719b72906d013679347c9e019fef33958fe"
"md","test-quality","bmm","bmad/bmm/testarch/knowledge/test-quality.md","314e926651965c9bd535b41d17bb378232b23c08d13b997d947331f2f073b504"
"md","text-based","bmm","bmad/bmm/workflows/2-plan/gdd/game-types/text-based.md","5895ca65dc93f676bb33b754f2c6be85d5d9b651df87d8431d404dc9bb736ee7"
"md","tower-defense","bmm","bmad/bmm/workflows/2-plan/gdd/game-types/tower-defense.md","03a2cc577fdd1a183ba04409b01b22f2f38713d28f1278481b0f221858f97ec8"
"md","turn-based-tactics","bmm","bmad/bmm/workflows/2-plan/gdd/game-types/turn-based-tactics.md","30a150d8a0ab746f0c67d414be79e7e421fff1b8b7a1b716e64800df72bdb6c2"
"md","user-story-template","bmm","bmad/bmm/workflows/2-plan/tech-spec/user-story-template.md","7d222218dd3c39888daccbb9f6b8442417648a72d268ddafe7121dcb04d65557"
"md","ux-expert","bmm","bmad/bmm/agents/ux-expert.md","99415d1b4305d9ce00f97c76dbfd2986e109d322dcba6ac98081d550e5e124fc"
"md","ux-spec-template","bmm","bmad/bmm/workflows/2-plan/ux/ux-spec-template.md","b04fa73b5cc1c835f0ddd7a8699b458b8631ecd4add2fb0be4f47b8ba5bfd54e"
"md","visual-debugging","bmm","bmad/bmm/testarch/knowledge/visual-debugging.md","8c0c625f73761c318fc05cdbc57f4ed21a871d9fe2df2ffba91f8ec7c9835032"
"md","visual-novel","bmm","bmad/bmm/workflows/2-plan/gdd/game-types/visual-novel.md","2d98f4c682f0abbd6330ac1bad04600c596e6b27302adbe9510fc0c0bf53052c"
"md","web-api-architecture","bmm","bmad/bmm/workflows/3-solutioning/templates/web-api-architecture.md","bb1688916680cfe3d723d6991d68bf288931dc27713b5f5f27ec08955a57ef4f"
"md","web-fullstack-architecture","bmm","bmad/bmm/workflows/3-solutioning/templates/web-fullstack-architecture.md","48f17f9a8063af9bc123967abb143c45a69c1742e8573807948768733cd680d3"
"md","web-questions","bmm","bmad/bmm/workflows/3-solutioning/project-types/web-questions.md","0f214e0a4a9e81eb9994a3f1d82ef2c5358e97baa2ca6320ba0a7a73747fa4aa"
"xml","context-template","bmm","bmad/bmm/workflows/4-implementation/story-context/context-template.xml","6b88d07ff10f51bb847d70e02f22d8927beb6ef1e55d5acf647e8f23b5821921"
"xml","daily-standup","bmm","bmad/bmm/tasks/daily-standup.xml","51b7938726bd2ad32d9ccc3b1bbad89b6023ddc607d3714cc5f2fd91d296465b"
"xml","retrospective","bmm","bmad/bmm/tasks/retrospective.xml","0c7ed9b6a5a590a58f35fca3f9d04e548bb62fb3e9bd0c8e22df24c1dc905c7b"
"yaml","analyst.agent","bmm","bmad/bmm/agents/analyst.agent.yaml",""
"yaml","architect.agent","bmm","bmad/bmm/agents/architect.agent.yaml",""
"yaml","config","bmm","bmad/bmm/config.yaml","3cb99f85d4a5b8ce55e25ae01e7553b7b9e71ac5819eaa094d3841a31a6aad09"
"yaml","deep-dive","bmm","bmad/bmm/workflows/1-analysis/document-project/workflows/deep-dive.yaml","8cc08a7fd213d35e2de924e588b903e491494694f4ebb493cc6ab60cf8f0c6c0"
"yaml","dev.agent","bmm","bmad/bmm/agents/dev.agent.yaml",""
"yaml","full-scan","bmm","bmad/bmm/workflows/1-analysis/document-project/workflows/full-scan.yaml","1be54e7e270a19c373e6f952745c055fe33948a173f7355f29ce729fb48c6a8f"
"yaml","game-architect.agent","bmm","bmad/bmm/agents/game-architect.agent.yaml",""
"yaml","game-designer.agent","bmm","bmad/bmm/agents/game-designer.agent.yaml",""
"yaml","game-dev.agent","bmm","bmad/bmm/agents/game-dev.agent.yaml",""
"yaml","injections","bmm","bmad/bmm/workflows/1-analysis/research/claude-code/injections.yaml","dd6dd6e722bf661c3c51d25cc97a1e8ca9c21d517ec0372e469364ba2cf1fa8b"
"yaml","pm.agent","bmm","bmad/bmm/agents/pm.agent.yaml",""
"yaml","sm.agent","bmm","bmad/bmm/agents/sm.agent.yaml",""
"yaml","tea.agent","bmm","bmad/bmm/agents/tea.agent.yaml",""
"yaml","team-all","bmm","bmad/bmm/teams/team-all.yaml","65e3087d727efdec02565758c1bd07e13e7dff0e102847d4dd65e0e77a88debc"
"yaml","team-gamedev","bmm","bmad/bmm/teams/team-gamedev.yaml","74f8951a5e57ff1687ec5f79c8f58e8d78d55a80bdd96d8b825f1f321c39ba25"
"yaml","team-planning","bmm","bmad/bmm/teams/team-planning.yaml","b337fa82a75b842f5c94f67535e63c1da6c22e778e03d289572fe26622672261"
"yaml","ux-expert.agent","bmm","bmad/bmm/agents/ux-expert.agent.yaml",""
"yaml","workflow","bmm","bmad/bmm/workflows/1-analysis/brainstorm-game/workflow.yaml","39337c210310c50edccf556f91a56a2a36eb2810d9ae1c55a9cdfcf558bff427"
"yaml","workflow","bmm","bmad/bmm/workflows/1-analysis/brainstorm-project/workflow.yaml","81ae3e39ba3a98891179b9174388286ea3ce2a7e7e754bc0b2c30beb36e9a1ff"
"yaml","workflow","bmm","bmad/bmm/workflows/1-analysis/document-project/workflow.yaml","255c849b4e091e9fd60e185a47ab333bfb2eed07bea2fe08c0125845e481fe6e"
"yaml","workflow","bmm","bmad/bmm/workflows/1-analysis/game-brief/workflow.yaml","b3d3f58c4119ed0db6c4d24bc5be30489057504b023f42fcb168e3d93be52357"
"yaml","workflow","bmm","bmad/bmm/workflows/1-analysis/product-brief/workflow.yaml","0a95dea856d0b8142815d229fcdff5a98d2e946888c64b262124f6afa906425e"
"yaml","workflow","bmm","bmad/bmm/workflows/1-analysis/research/workflow.yaml","60477226a00e4b865a6f0980018bacd30372a79715e9de3c2daee3456a8eac6b"
"yaml","workflow","bmm","bmad/bmm/workflows/1-analysis/workflow-status/workflow.yaml","a1f88dddd85be6bd3343646f37768abfb5ccafca821f5a31139fafd6a9232375"
"yaml","workflow","bmm","bmad/bmm/workflows/2-plan/gdd/workflow.yaml","6599f01ae64fa2751172e21d39730d72799f160de198bdae6e25e82966cb38ae"
"yaml","workflow","bmm","bmad/bmm/workflows/2-plan/narrative/workflow.yaml","28978532167f1efe9f73e57ce3a45746cf4b6bc101e3e1a9354acf5956750214"
"yaml","workflow","bmm","bmad/bmm/workflows/2-plan/prd/workflow.yaml","3e412a6d7d82c3636f063040780272f77b19f41fa5cba05ad7cd96481d4a6843"
"yaml","workflow","bmm","bmad/bmm/workflows/2-plan/tech-spec/workflow.yaml","c972b3e21a17ace6f28a1ea29ea179d1fb2f3c3b9fb3ee8642ae9e392707a329"
"yaml","workflow","bmm","bmad/bmm/workflows/2-plan/ux/workflow.yaml","6674e26f2e18e16c57a6d32a321ca6d6bbc043aa3f8340b604798edee1f02eeb"
"yaml","workflow","bmm","bmad/bmm/workflows/2-plan/workflow.yaml","3c4801a1b894e1cb7613b1a7567fbb73ff7c0aa45ae3c6308ab0ad0bee073e1f"
"yaml","workflow","bmm","bmad/bmm/workflows/3-solutioning/tech-spec/workflow.yaml","61160e17ed378dad5905371225c5ca1858f160b095a7cacc9d07b6c129760f43"
"yaml","workflow","bmm","bmad/bmm/workflows/3-solutioning/workflow.yaml","df4cecde164788c68ead3c17ed3b4cdaed2ad27919ee134a07a1e50676ad879e"
"yaml","workflow","bmm","bmad/bmm/workflows/4-implementation/correct-course/workflow.yaml","e22bce828e334a2bb37379162c1706a8dd09d9bf73d1e0315b20fb4cfa173d25"
"yaml","workflow","bmm","bmad/bmm/workflows/4-implementation/create-story/workflow.yaml","72e9542d722fddcd3fcb55f0731a5a0e3258db01fdc77c45fe6d817a3dc1d57b"
"yaml","workflow","bmm","bmad/bmm/workflows/4-implementation/dev-story/workflow.yaml","6eb763221fac35eba9fa29f61259d711efe423e895c6adf248a3cdcb633f7552"
"yaml","workflow","bmm","bmad/bmm/workflows/4-implementation/retrospective/workflow.yaml","dd84fc9aa227a84fb461ec5c4c4bbcb5e297fffa5f071eb96c4095589cf4a6ad"
"yaml","workflow","bmm","bmad/bmm/workflows/4-implementation/review-story/workflow.yaml","c83ce31699619d321a1f3c1bc8aa434740504fc99593677286bcac2cc81f11af"
"yaml","workflow","bmm","bmad/bmm/workflows/4-implementation/story-approved/workflow.yaml","883bccf87ba8256aff541d7a24ff2e10f7ec7e87733717103b0092fecdd22a5b"
"yaml","workflow","bmm","bmad/bmm/workflows/4-implementation/story-context/workflow.yaml","a85261adc0fc3495d93853d8c7d38e32bde012dedc8905c2893ee060face1e52"
"yaml","workflow","bmm","bmad/bmm/workflows/4-implementation/story-ready/workflow.yaml","59110c30690bd5d01d66677670c18f385b3b84a56838afc9c96ba050c041b937"
"yaml","workflow","bmm","bmad/bmm/workflows/testarch/atdd/workflow.yaml","c1c0206042dc9b96b4a717b5187a4cf5c0254256625ff7b88c0c32094c419d4d"
"yaml","workflow","bmm","bmad/bmm/workflows/testarch/automate/workflow.yaml","d4f0ae9520e8515ce1cef5372993ad721cf3389167815f00a8fbd93d5fc4d9de"
"yaml","workflow","bmm","bmad/bmm/workflows/testarch/ci/workflow.yaml","303c2cae23251d7ebb400987dbaf422cb6aebe6b77cb886aafb0ac2eb9dbe2ac"
"yaml","workflow","bmm","bmad/bmm/workflows/testarch/framework/workflow.yaml","328d7e7e0edbbaff18761e1fe0e753f985b25028611f363ae84d09115160620f"
"yaml","workflow","bmm","bmad/bmm/workflows/testarch/gate/workflow.yaml","86eb4a240f10adad14ee211e2be1ca89bf31a41b9f5a8e7bb0719caf32405912"
"yaml","workflow","bmm","bmad/bmm/workflows/testarch/nfr-assess/workflow.yaml","9372ffd0c107bebc58cd93fb9bf8e7d0e4cdb5e55eabebaf6a7a821cc946c7e1"
"yaml","workflow","bmm","bmad/bmm/workflows/testarch/test-design/workflow.yaml","08fe57d8bf91c6866699bce92ea05b1e694aa72fde2a3b530833a1556e2fef1a"
"yaml","workflow","bmm","bmad/bmm/workflows/testarch/trace/workflow.yaml","0b841730236e0e0a140dfd99a82ab66cec26930f07fe3bb9154cc02e8bb9d29d"
"csv","design-methods","cis","bmad/cis/workflows/design-thinking/design-methods.csv","f5fe4a911305fb94af37d21d3a74847eb37a028ef9da994459a2c64a5a52c9de"
"csv","innovation-frameworks","cis","bmad/cis/workflows/innovation-strategy/innovation-frameworks.csv","59780af3d50270bf978a9a8919cd156d38678f32cbac4f9fd960a074545b8e33"
"csv","solving-methods","cis","bmad/cis/workflows/problem-solving/solving-methods.csv","c0aa9c9ed2cee8c86d9a0691d9884485495da104c42e4909e3ee235432f72a13"
"csv","story-types","cis","bmad/cis/workflows/storytelling/story-types.csv","ec5a3c713617bf7e2cf7db439303dd8f3363daa2f6db20a350c82260ade88bdb"
"md","brainstorming-coach","cis","bmad/cis/agents/brainstorming-coach.md","c542acf134e482a8bc2a2fa62a7f98a46e02149761b20ad559b068f38a5630d1"
"md","creative-problem-solver","cis","bmad/cis/agents/creative-problem-solver.md","4c1685c80cc37acb98c172785cfa3df8b820fde2ba6f7fd32bde5decb908dc6a"
"md","design-thinking-coach","cis","bmad/cis/agents/design-thinking-coach.md","5807dbaea17cd1ed157d6051bbfe8be42560d807642a6f4c7c054cfcfe68acea"
"md","innovation-strategist","cis","bmad/cis/agents/innovation-strategist.md","ddb8f206430129d394e0b27cb15731badc0b75b364392cfcf05bddce017aa77b"
"md","instructions","cis","bmad/cis/workflows/design-thinking/instructions.md","40e09c9c8dfcb57bb9f89f6357d619dc006d6520239494144a9122e5086d87dc"
"md","instructions","cis","bmad/cis/workflows/innovation-strategy/instructions.md","fa8fbe1e56f666b0931a0c782cbf49f8b65dfa366c8ffa208f21ba3881bdb331"
"md","instructions","cis","bmad/cis/workflows/problem-solving/instructions.md","9b4e1fd2e5ea8ce5c6d4fdb495291775225ad7aaca8a39d7ac3351b7475c0cc1"
"md","instructions","cis","bmad/cis/workflows/storytelling/instructions.md","6d6d68a4cdc57dafc1a25baa1ce8ff124f9eabfa094e72231e1856fae7d42cf4"
"md","readme","cis","bmad/cis/readme.md","1f1476a033812c687724619f8bb00eb9c994ecff7dc08c52bd92cfb9f822b6f1"
"md","README","cis","bmad/cis/agents/README.md","dd7276c44ba77e9d856efaa9587666267279564a3f930398869f475341cd9c38"
"md","README","cis","bmad/cis/workflows/README.md","91b568dcdda5ba635f4c0cc3ff72329532637de2ecb5a2758642ce4c2d4bf817"
"md","README","cis","bmad/cis/workflows/design-thinking/README.md","0a38f88352dc4674f6e1f55a67ffebf403bf329c874a21a49ce7834c08f91f62"
"md","README","cis","bmad/cis/workflows/innovation-strategy/README.md","820a9e734fadf2cfac94d499cec2e4b41a54d054c0d2f6b9819da319beee4fb9"
"md","README","cis","bmad/cis/workflows/problem-solving/README.md","a5e75b9899751d7aabffcf65785f10d4d2e0455f8c7c541e8a143e3babceca8b"
"md","README","cis","bmad/cis/workflows/storytelling/README.md","1bad4223dce51cb5a7ab8c116467f78037a4583d3a840210ee2f160ad15b71ee"
"md","storyteller","cis","bmad/cis/agents/storyteller.md","f0d05decf9924447887220a953d6b8a6c99f3b41f9b91f2c9c6a331ac6d15f27"
"md","template","cis","bmad/cis/workflows/design-thinking/template.md","7834c387ac0412c841b49a9fcdd8043f5ce053e5cb26993548cf4d31b561f6f0"
"md","template","cis","bmad/cis/workflows/innovation-strategy/template.md","3e649531c0d8ac94e147159cd456aa0e1726439e8518c3ccc2ad08fc486aed59"
"md","template","cis","bmad/cis/workflows/problem-solving/template.md","6c9efd7ac7b10010bd9911db16c2fbdca01fb0c306d871fa6381eef700b45608"
"md","template","cis","bmad/cis/workflows/storytelling/template.md","461981aa772ef2df238070cbec90fc40995df2a71a8c22225b90c91afed57452"
"yaml","brainstorming-coach.agent","cis","bmad/cis/agents/brainstorming-coach.agent.yaml",""
"yaml","config","cis","bmad/cis/config.yaml","74c0843bbd3a82bbd1d2764edd0906995e6acbaf7cb33d7ac197e2ac79d7278d"
"yaml","creative-problem-solver.agent","cis","bmad/cis/agents/creative-problem-solver.agent.yaml",""
"yaml","creative-squad","cis","bmad/cis/teams/creative-squad.yaml","5c31e9dd98fff661baa82e71ae3dd5856883fabbc245a62e28a77c4e2df83dec"
"yaml","design-thinking-coach.agent","cis","bmad/cis/agents/design-thinking-coach.agent.yaml",""
"yaml","innovation-strategist.agent","cis","bmad/cis/agents/innovation-strategist.agent.yaml",""
"yaml","storyteller.agent","cis","bmad/cis/agents/storyteller.agent.yaml",""
"yaml","workflow","cis","bmad/cis/workflows/design-thinking/workflow.yaml","a1978e265f0470c7b77ba9279609c690a179b0fc4437aaeb53ea49818a858110"
"yaml","workflow","cis","bmad/cis/workflows/innovation-strategy/workflow.yaml","f1b6617afd69b0c3bcd3fc1dcdc74a22ff1f77b47ee04d49d7cf5e884540c958"
"yaml","workflow","cis","bmad/cis/workflows/problem-solving/workflow.yaml","f5b16fb8c5b91b3e5f828f722fd46f40741d1407155207c0cd0042534b202264"
"yaml","workflow","cis","bmad/cis/workflows/storytelling/workflow.yaml","c867f8bef9954973fd9dd73e063060a9b9c4a1ad8273cc68ead55e6d8c8701d3"
"csv","adv-elicit-methods","core","bmad/core/tasks/adv-elicit-methods.csv","b4e925870f902862899f12934e617c3b4fe002d1b652c99922b30fa93482533b"
"csv","brain-methods","core","bmad/core/workflows/brainstorming/brain-methods.csv","ecffe2f0ba263aac872b2d2c95a3f7b1556da2a980aa0edd3764ffb2f11889f3"
"md","bmad-master","core","bmad/core/agents/bmad-master.md","d5a8f4c202e0637844b7c481c6b1284f4a8175017f070a23de849f53ead62625"
"md","instructions","core","bmad/core/workflows/bmad-init/instructions.md","f4eff0e5f8c060126cb3027e3b0a343451ff25cd8fac28551e70281c3b16a5b2"
"md","instructions","core","bmad/core/workflows/brainstorming/instructions.md","32961c158cf5c0575ff0aac6e6532ea177b824e96caddafa31223485df10bc4e"
"md","instructions","core","bmad/core/workflows/party-mode/instructions.md","ea0e0e76de91d872efb3b4397627801452f21a39d094a77c41edc93f8dc4238b"
"md","README","core","bmad/core/workflows/brainstorming/README.md","ca469d9fbb2b9156491d160e11e2517fdf85ea2c29f41f92b22d4027fe7d9d2a"
"md","template","core","bmad/core/workflows/brainstorming/template.md","b5c760f4cea2b56c75ef76d17a87177b988ac846657f4b9819ec125d125b7386"
"xml","adv-elicit","core","bmad/core/tasks/adv-elicit.xml","94f004a336e434cd231de35eb864435ac51cd5888e9befe66e326eb16497121e"
"xml","bmad-web-orchestrator.agent","core","bmad/core/agents/bmad-web-orchestrator.agent.xml","91a5c1b660befa7365f427640b4fa3dbb18f5e48cd135560303dae0939dccf12"
"xml","index-docs","core","bmad/core/tasks/index-docs.xml","8d011ea850571d448932814bad7cbedcc8aa6e3e28868f55dcc7c2ba82158901"
"xml","validate-workflow","core","bmad/core/tasks/validate-workflow.xml","1244874db38a55d957995ed224812ef868ff1451d8e1901cc5887dd0eb1c236e"
"xml","workflow","core","bmad/core/tasks/workflow.xml","0b2b7bd184e099869174cc8d9125fce08bcd3fd64fad50ff835a42eccf6620e2"
"yaml","bmad-master.agent","core","bmad/core/agents/bmad-master.agent.yaml",""
"yaml","config","core","bmad/core/config.yaml","0912f997e9efea3383fdaad2050831f32b5e5370ae746ea894f3c0d5e27ca5ee"
"yaml","workflow","core","bmad/core/workflows/bmad-init/workflow.yaml","731b408219111bd234ebf7a7e124fe2dcb3a428bcf74f8c307a9a2f58039ee97"
"yaml","workflow","core","bmad/core/workflows/brainstorming/workflow.yaml","52db57678606b98ec47e603c253c40f98815c49417df3088412bbbd8aa7f34d3"
"yaml","workflow","core","bmad/core/workflows/party-mode/workflow.yaml","979e986780ce919abbdae89b3bd264d34a1436036a7eb6f82f40e59c9ce7c2e8"
